
param1:[07, 09, 10, 15, 24], param2:[ 04, 12] param3:[ 2023-03-29]
param1:[08, 10, 12, 19, 20], param2:[ 10, 11] param3:[ 2018-10-22]
param1:[06, 09, 29, 32, 35], param2:[ 02, 04] param3:[ 2018-10-20]
param1:[08, 09, 21, 30, 31], param2:[ 05, 12] param3:[ 2018-10-17]
param1:[06, 07, 21, 29, 30], param2:[ 01, 10] param3:[ 2018-10-15]
param1:[21, 22, 25, 27, 30], param2:[ 08, 09] param3:[ 2018-10-13]
param1:[06, 09, 11, 16, 35], param2:[ 02, 05] param3:[ 2018-10-10]
param1:[04, 05, 14, 21, 34], param2:[ 06, 09] param3:[ 2018-10-08]
param1:[07, 11, 13, 22, 29], param2:[ 03, 08] param3:[ 2018-10-06]
param1:[01, 14, 17, 21, 33], param2:[ 07, 10] param3:[ 2018-10-03]
param1:[02, 06, 13, 18, 25], param2:[ 01, 02] param3:[ 2018-10-01]
param1:[12, 18, 26, 28, 29], param2:[ 05, 06] param3:[ 2018-09-29]
param1:[08, 12, 27, 31, 33], param2:[ 04, 08] param3:[ 2018-09-26]
param1:[03, 07, 08, 09, 29], param2:[ 09, 10] param3:[ 2018-09-24]
param1:[03, 16, 27, 28, 32], param2:[ 04, 05] param3:[ 2018-09-22]
param1:[06, 19, 21, 27, 28], param2:[ 03, 11] param3:[ 2018-09-19]
param1:[10, 16, 23, 25, 34], param2:[ 02, 05] param3:[ 2018-09-17]
param1:[09, 10, 24, 31, 32], param2:[ 07, 12] param3:[ 2018-09-15]
param1:[07, 08, 09, 10, 22], param2:[ 03, 04] param3:[ 2018-09-12]
param1:[04, 14, 17, 24, 31], param2:[ 01, 04] param3:[ 2018-09-10]
param1:[01, 16, 19, 20, 31], param2:[ 02, 07] param3:[ 2018-09-08]
param1:[01, 13, 14, 26, 28], param2:[ 07, 11] param3:[ 2018-09-05]
param1:[14, 24, 26, 28, 35], param2:[ 02, 03] param3:[ 2018-09-03]
param1:[06, 07, 13, 22, 24], param2:[ 10, 12] param3:[ 2018-09-01]
param1:[03, 14, 15, 23, 29], param2:[ 04, 05] param3:[ 2018-08-29]
param1:[06, 20, 21, 26, 30], param2:[ 06, 09] param3:[ 2018-08-27]
param1:[12, 13, 16, 20, 21], param2:[ 01, 07] param3:[ 2018-08-25]
param1:[02, 15, 18, 25, 27], param2:[ 05, 07] param3:[ 2018-08-22]
param1:[10, 12, 14, 18, 23], param2:[ 01, 04] param3:[ 2018-08-20]
param1:[13, 14, 20, 28, 34], param2:[ 06, 10] param3:[ 2018-08-18]
param1:[07, 14, 18, 29, 35], param2:[ 05, 12] param3:[ 2018-08-15]
param1:[11, 16, 25, 30, 34], param2:[ 08, 10] param3:[ 2018-08-13]
param1:[03, 11, 16, 18, 33], param2:[ 03, 11] param3:[ 2018-08-11]
param1:[05, 07, 14, 18, 19], param2:[ 04, 10] param3:[ 2018-08-08]
param1:[06, 22, 26, 28, 31], param2:[ 01, 07] param3:[ 2018-08-06]
param1:[06, 20, 24, 33, 34], param2:[ 04, 11] param3:[ 2018-08-04]
param1:[26, 27, 28, 32, 34], param2:[ 06, 10] param3:[ 2018-08-01]
param1:[08, 09, 21, 25, 33], param2:[ 01, 08] param3:[ 2018-07-30]
param1:[03, 14, 19, 23, 25], param2:[ 01, 04] param3:[ 2018-07-28]
param1:[16, 22, 24, 29, 31], param2:[ 04, 05] param3:[ 2018-07-25]
param1:[01, 02, 14, 25, 31], param2:[ 05, 07] param3:[ 2018-07-23]
param1:[06, 11, 17, 22, 35], param2:[ 11, 12] param3:[ 2018-07-21]
param1:[07, 12, 25, 27, 28], param2:[ 10, 11] param3:[ 2018-07-18]
param1:[01, 02, 14, 17, 18], param2:[ 08, 10] param3:[ 2018-07-16]
param1:[02, 10, 13, 21, 35], param2:[ 01, 12] param3:[ 2018-07-14]
param1:[07, 16, 24, 26, 31], param2:[ 10, 11] param3:[ 2018-07-11]
param1:[03, 04, 10, 27, 29], param2:[ 01, 05] param3:[ 2018-07-09]
param1:[07, 11, 12, 22, 30], param2:[ 03, 06] param3:[ 2018-07-07]
param1:[01, 06, 09, 15, 26], param2:[ 08, 09] param3:[ 2018-07-04]
param1:[07, 18, 28, 29, 32], param2:[ 06, 08] param3:[ 2018-07-02]
param1:[01, 06, 12, 20, 34], param2:[ 04, 12] param3:[ 2018-06-30]
param1:[03, 09, 12, 28, 30], param2:[ 04, 12] param3:[ 2018-06-27]
param1:[13, 19, 24, 25, 29], param2:[ 02, 08] param3:[ 2018-06-25]
param1:[05, 12, 17, 24, 26], param2:[ 01, 02] param3:[ 2018-06-23]
param1:[02, 05, 23, 30, 31], param2:[ 03, 09] param3:[ 2018-06-20]
param1:[02, 05, 10, 16, 30], param2:[ 04, 07] param3:[ 2018-06-18]
param1:[01, 08, 13, 21, 24], param2:[ 02, 11] param3:[ 2018-06-16]
param1:[08, 12, 16, 26, 33], param2:[ 05, 06] param3:[ 2018-06-13]
param1:[03, 07, 12, 18, 31], param2:[ 07, 10] param3:[ 2018-06-11]
param1:[01, 20, 23, 32, 33], param2:[ 01, 04] param3:[ 2018-06-09]
param1:[07, 10, 28, 31, 32], param2:[ 08, 10] param3:[ 2018-06-06]
param1:[01, 03, 04, 11, 29], param2:[ 02, 04] param3:[ 2018-06-04]
param1:[05, 14, 15, 32, 34], param2:[ 03, 10] param3:[ 2018-06-02]
param1:[12, 14, 19, 23, 35], param2:[ 02, 07] param3:[ 2018-05-30]
param1:[04, 10, 12, 28, 31], param2:[ 08, 11] param3:[ 2018-05-28]
param1:[04, 22, 27, 29, 31], param2:[ 02, 10] param3:[ 2018-05-26]
param1:[01, 09, 10, 27, 35], param2:[ 06, 11] param3:[ 2018-05-23]
param1:[09, 11, 12, 26, 32], param2:[ 04, 10] param3:[ 2018-05-21]
param1:[13, 19, 22, 27, 28], param2:[ 05, 06] param3:[ 2018-05-19]
param1:[02, 04, 16, 28, 34], param2:[ 05, 07] param3:[ 2018-05-16]
param1:[03, 07, 20, 33, 34], param2:[ 09, 10] param3:[ 2018-05-14]
param1:[09, 10, 12, 20, 30], param2:[ 01, 07] param3:[ 2018-05-12]
param1:[11, 16, 21, 23, 25], param2:[ 02, 12] param3:[ 2018-05-09]
param1:[05, 16, 18, 19, 25], param2:[ 02, 07] param3:[ 2018-05-07]
param1:[09, 18, 28, 29, 35], param2:[ 03, 11] param3:[ 2018-05-05]
param1:[22, 24, 26, 34, 35], param2:[ 06, 12] param3:[ 2018-05-02]
param1:[04, 07, 09, 10, 13], param2:[ 06, 12] param3:[ 2018-04-30]
param1:[02, 03, 11, 20, 25], param2:[ 02, 07] param3:[ 2018-04-28]
param1:[03, 08, 10, 14, 20], param2:[ 04, 08] param3:[ 2018-04-25]
param1:[10, 20, 22, 29, 32], param2:[ 05, 10] param3:[ 2018-04-23]
param1:[02, 05, 20, 30, 35], param2:[ 05, 09] param3:[ 2018-04-21]
param1:[02, 04, 06, 18, 21], param2:[ 05, 08] param3:[ 2018-04-18]
param1:[03, 06, 13, 28, 33], param2:[ 04, 11] param3:[ 2018-04-16]
param1:[03, 19, 25, 29, 35], param2:[ 05, 09] param3:[ 2018-04-14]
param1:[01, 23, 25, 31, 33], param2:[ 01, 12] param3:[ 2018-04-11]
param1:[05, 07, 18, 27, 31], param2:[ 01, 08] param3:[ 2018-04-09]
param1:[02, 07, 14, 29, 32], param2:[ 10, 11] param3:[ 2018-04-07]
param1:[14, 23, 25, 31, 32], param2:[ 01, 03] param3:[ 2018-04-04]
param1:[01, 03, 27, 30, 31], param2:[ 02, 11] param3:[ 2018-04-02]
param1:[11, 17, 18, 21, 27], param2:[ 07, 08] param3:[ 2018-03-31]
param1:[05, 07, 10, 12, 24], param2:[ 07, 11] param3:[ 2018-03-28]
param1:[08, 11, 22, 27, 32], param2:[ 03, 07] param3:[ 2018-03-26]
param1:[02, 03, 19, 23, 34], param2:[ 04, 09] param3:[ 2018-03-24]
param1:[07, 10, 17, 32, 35], param2:[ 05, 12] param3:[ 2018-03-21]
param1:[03, 08, 13, 17, 23], param2:[ 05, 11] param3:[ 2018-03-19]
param1:[05, 18, 21, 28, 32], param2:[ 09, 11] param3:[ 2018-03-17]
param1:[03, 09, 21, 25, 29], param2:[ 01, 08] param3:[ 2018-03-14]
param1:[04, 19, 25, 30, 35], param2:[ 04, 07] param3:[ 2018-03-12]
param1:[01, 18, 20, 21, 26], param2:[ 04, 11] param3:[ 2018-03-10]
param1:[01, 02, 03, 04, 30], param2:[ 03, 05] param3:[ 2018-03-07]
param1:[07, 08, 09, 15, 34], param2:[ 07, 08] param3:[ 2018-03-05]
param1:[02, 16, 24, 30, 32], param2:[ 04, 07] param3:[ 2018-03-03]
param1:[12, 13, 18, 21, 29], param2:[ 02, 08] param3:[ 2018-02-28]
param1:[02, 10, 19, 33, 35], param2:[ 05, 06] param3:[ 2018-02-26]
param1:[05, 06, 08, 09, 15], param2:[ 04, 11] param3:[ 2018-02-24]
param1:[01, 10, 13, 14, 21], param2:[ 09, 12] param3:[ 2018-02-14]
param1:[10, 11, 19, 21, 28], param2:[ 05, 12] param3:[ 2018-02-12]
param1:[06, 08, 13, 24, 28], param2:[ 06, 12] param3:[ 2018-02-10]
param1:[04, 19, 21, 23, 31], param2:[ 04, 09] param3:[ 2018-02-07]
param1:[01, 02, 12, 13, 23], param2:[ 09, 12] param3:[ 2018-02-05]
param1:[04, 13, 15, 18, 29], param2:[ 05, 11] param3:[ 2018-02-03]
param1:[14, 16, 18, 24, 31], param2:[ 01, 08] param3:[ 2018-01-31]
param1:[08, 24, 31, 33, 35], param2:[ 07, 10] param3:[ 2018-01-29]
param1:[03, 22, 24, 29, 34], param2:[ 07, 11] param3:[ 2018-01-27]
param1:[03, 13, 15, 23, 26], param2:[ 01, 10] param3:[ 2018-01-24]
param1:[24, 25, 26, 28, 29], param2:[ 04, 12] param3:[ 2018-01-22]
param1:[10, 12, 28, 30, 34], param2:[ 03, 04] param3:[ 2018-01-20]
param1:[09, 15, 17, 20, 22], param2:[ 10, 11] param3:[ 2018-01-17]
param1:[03, 04, 28, 31, 34], param2:[ 04, 11] param3:[ 2018-01-15]
param1:[19, 20, 30, 32, 33], param2:[ 03, 05] param3:[ 2018-01-13]
param1:[04, 09, 23, 24, 30], param2:[ 08, 11] param3:[ 2018-01-10]
param1:[04, 09, 22, 28, 30], param2:[ 01, 10] param3:[ 2018-01-08]
param1:[04, 21, 23, 24, 30], param2:[ 09, 10] param3:[ 2018-01-06]
param1:[12, 20, 23, 27, 34], param2:[ 01, 06] param3:[ 2018-01-03]
param1:[01, 13, 22, 25, 35], param2:[ 03, 04] param3:[ 2018-01-01]
param1:[01, 09, 24, 26, 34], param2:[ 09, 12] param3:[ 2017-12-30]
param1:[02, 04, 07, 23, 28], param2:[ 02, 08] param3:[ 2017-12-27]
param1:[05, 06, 23, 28, 32], param2:[ 04, 05] param3:[ 2017-12-25]
param1:[03, 06, 10, 13, 18], param2:[ 09, 11] param3:[ 2017-12-23]
param1:[10, 18, 19, 25, 26], param2:[ 04, 12] param3:[ 2017-12-20]
param1:[19, 27, 31, 32, 35], param2:[ 11, 12] param3:[ 2017-12-18]
param1:[05, 16, 17, 25, 34], param2:[ 01, 11] param3:[ 2017-12-16]
param1:[01, 05, 11, 14, 35], param2:[ 09, 10] param3:[ 2017-12-13]
param1:[04, 07, 17, 18, 19], param2:[ 03, 10] param3:[ 2017-12-11]
param1:[03, 21, 23, 29, 32], param2:[ 10, 11] param3:[ 2017-12-09]
param1:[06, 09, 24, 29, 32], param2:[ 02, 07] param3:[ 2017-12-06]
param1:[01, 05, 16, 19, 28], param2:[ 02, 10] param3:[ 2017-12-04]
param1:[02, 08, 21, 22, 29], param2:[ 03, 05] param3:[ 2017-12-02]
param1:[10, 16, 25, 26, 29], param2:[ 01, 05] param3:[ 2017-11-29]
param1:[02, 06, 19, 25, 32], param2:[ 09, 12] param3:[ 2017-11-27]
param1:[04, 07, 09, 20, 25], param2:[ 02, 11] param3:[ 2017-11-25]
param1:[01, 20, 22, 28, 29], param2:[ 05, 07] param3:[ 2017-11-22]
param1:[01, 11, 20, 21, 22], param2:[ 03, 04] param3:[ 2017-11-20]
param1:[01, 12, 15, 19, 22], param2:[ 02, 04] param3:[ 2017-11-18]
param1:[07, 18, 19, 32, 34], param2:[ 02, 10] param3:[ 2017-11-15]
param1:[15, 17, 19, 32, 33], param2:[ 01, 03] param3:[ 2017-11-13]
param1:[11, 17, 23, 26, 27], param2:[ 01, 10] param3:[ 2017-11-11]
param1:[03, 05, 08, 19, 34], param2:[ 01, 12] param3:[ 2017-11-08]
param1:[05, 18, 28, 33, 34], param2:[ 03, 04] param3:[ 2017-11-06]
param1:[05, 17, 20, 32, 33], param2:[ 04, 09] param3:[ 2017-11-04]
param1:[09, 11, 13, 18, 33], param2:[ 02, 03] param3:[ 2017-11-01]
param1:[02, 15, 18, 21, 22], param2:[ 03, 10] param3:[ 2017-10-30]
param1:[03, 04, 13, 24, 33], param2:[ 01, 11] param3:[ 2017-10-28]
param1:[07, 11, 18, 26, 28], param2:[ 04, 05] param3:[ 2017-10-25]
param1:[03, 29, 30, 32, 35], param2:[ 03, 08] param3:[ 2017-10-23]
param1:[03, 15, 23, 26, 32], param2:[ 01, 12] param3:[ 2017-10-21]
param1:[03, 12, 18, 29, 34], param2:[ 03, 11] param3:[ 2017-10-18]
param1:[01, 06, 12, 26, 31], param2:[ 01, 07] param3:[ 2017-10-16]
param1:[08, 15, 24, 26, 27], param2:[ 05, 06] param3:[ 2017-10-14]
param1:[05, 07, 13, 29, 35], param2:[ 03, 08] param3:[ 2017-10-11]
param1:[02, 07, 16, 20, 33], param2:[ 03, 11] param3:[ 2017-10-09]
param1:[05, 07, 09, 24, 32], param2:[ 08, 10] param3:[ 2017-10-07]
param1:[02, 27, 30, 32, 33], param2:[ 01, 03] param3:[ 2017-10-04]
param1:[14, 19, 20, 25, 31], param2:[ 06, 08] param3:[ 2017-10-02]
param1:[06, 07, 12, 18, 23], param2:[ 01, 12] param3:[ 2017-09-30]
param1:[05, 08, 17, 18, 23], param2:[ 04, 12] param3:[ 2017-09-27]
param1:[05, 06, 20, 31, 32], param2:[ 06, 12] param3:[ 2017-09-25]
param1:[02, 14, 17, 26, 34], param2:[ 08, 12] param3:[ 2017-09-23]
param1:[10, 14, 20, 21, 35], param2:[ 02, 05] param3:[ 2017-09-20]
param1:[06, 09, 19, 26, 34], param2:[ 05, 07] param3:[ 2017-09-18]
param1:[01, 04, 15, 21, 22], param2:[ 04, 09] param3:[ 2017-09-16]
param1:[04, 10, 19, 25, 27], param2:[ 06, 12] param3:[ 2017-09-13]
param1:[09, 12, 18, 23, 29], param2:[ 02, 04] param3:[ 2017-09-11]
param1:[04, 15, 22, 24, 32], param2:[ 02, 09] param3:[ 2017-09-09]
param1:[09, 11, 22, 27, 30], param2:[ 09, 11] param3:[ 2017-09-06]
param1:[04, 19, 20, 24, 29], param2:[ 03, 04] param3:[ 2017-09-04]
param1:[01, 12, 23, 24, 29], param2:[ 08, 12] param3:[ 2017-09-02]
param1:[05, 15, 21, 25, 29], param2:[ 05, 08] param3:[ 2017-08-30]
param1:[02, 05, 18, 19, 31], param2:[ 01, 09] param3:[ 2017-08-28]
param1:[08, 09, 17, 18, 24], param2:[ 03, 07] param3:[ 2017-08-26]
param1:[06, 09, 17, 30, 35], param2:[ 10, 11] param3:[ 2017-08-23]
param1:[07, 14, 19, 22, 34], param2:[ 07, 12] param3:[ 2017-08-21]
param1:[03, 07, 09, 17, 28], param2:[ 04, 12] param3:[ 2017-08-19]
param1:[15, 32, 33, 34, 35], param2:[ 03, 12] param3:[ 2017-08-16]
param1:[03, 05, 08, 29, 33], param2:[ 04, 08] param3:[ 2017-08-14]
param1:[05, 06, 17, 21, 29], param2:[ 02, 04] param3:[ 2017-08-12]
param1:[03, 07, 09, 17, 34], param2:[ 04, 05] param3:[ 2017-08-09]
param1:[01, 05, 07, 16, 19], param2:[ 03, 12] param3:[ 2017-08-07]
param1:[03, 06, 15, 22, 35], param2:[ 09, 11] param3:[ 2017-08-05]
param1:[03, 05, 06, 15, 18], param2:[ 03, 10] param3:[ 2017-08-02]
param1:[05, 28, 31, 34, 35], param2:[ 08, 09] param3:[ 2017-07-31]
param1:[03, 14, 21, 29, 35], param2:[ 02, 06] param3:[ 2017-07-29]
param1:[12, 15, 18, 22, 31], param2:[ 01, 08] param3:[ 2017-07-26]
param1:[09, 13, 14, 25, 30], param2:[ 02, 05] param3:[ 2017-07-24]
param1:[06, 11, 14, 21, 31], param2:[ 09, 12] param3:[ 2017-07-22]
param1:[02, 05, 14, 22, 34], param2:[ 03, 09] param3:[ 2017-07-19]
param1:[05, 13, 20, 21, 25], param2:[ 08, 09] param3:[ 2017-07-17]
param1:[02, 12, 15, 20, 34], param2:[ 01, 06] param3:[ 2017-07-15]
param1:[08, 10, 21, 30, 31], param2:[ 02, 05] param3:[ 2017-07-12]
param1:[01, 17, 19, 32, 33], param2:[ 02, 11] param3:[ 2017-07-10]
param1:[04, 05, 27, 31, 34], param2:[ 03, 06] param3:[ 2017-07-08]
param1:[01, 03, 04, 25, 31], param2:[ 06, 09] param3:[ 2017-07-05]
param1:[02, 07, 25, 30, 35], param2:[ 07, 12] param3:[ 2017-07-03]
param1:[05, 11, 16, 18, 35], param2:[ 01, 06] param3:[ 2017-07-01]
param1:[08, 10, 11, 13, 17], param2:[ 08, 11] param3:[ 2017-06-28]
param1:[07, 18, 28, 31, 33], param2:[ 01, 02] param3:[ 2017-06-26]
param1:[01, 03, 29, 32, 34], param2:[ 02, 05] param3:[ 2017-06-24]
param1:[01, 04, 11, 14, 33], param2:[ 05, 07] param3:[ 2017-06-21]
param1:[06, 16, 18, 26, 30], param2:[ 02, 03] param3:[ 2017-06-19]
param1:[10, 16, 20, 23, 32], param2:[ 08, 11] param3:[ 2017-06-17]
param1:[07, 08, 19, 24, 27], param2:[ 06, 07] param3:[ 2017-06-14]
param1:[10, 17, 18, 32, 35], param2:[ 10, 11] param3:[ 2017-06-12]
param1:[11, 15, 23, 26, 30], param2:[ 02, 11] param3:[ 2017-06-10]
param1:[05, 11, 12, 19, 28], param2:[ 05, 12] param3:[ 2017-06-07]
param1:[01, 08, 20, 27, 30], param2:[ 03, 04] param3:[ 2017-06-05]
param1:[18, 21, 22, 24, 29], param2:[ 05, 11] param3:[ 2017-06-03]
param1:[01, 04, 06, 08, 28], param2:[ 08, 12] param3:[ 2017-05-31]
param1:[10, 19, 23, 25, 30], param2:[ 02, 04] param3:[ 2017-05-29]
param1:[09, 15, 20, 26, 31], param2:[ 05, 12] param3:[ 2017-05-27]
param1:[08, 11, 13, 15, 17], param2:[ 03, 10] param3:[ 2017-05-24]
param1:[14, 18, 20, 21, 28], param2:[ 03, 06] param3:[ 2017-05-22]
param1:[12, 16, 19, 23, 24], param2:[ 02, 05] param3:[ 2017-05-20]
param1:[01, 04, 24, 27, 32], param2:[ 03, 10] param3:[ 2017-05-17]
param1:[19, 20, 22, 30, 33], param2:[ 03, 09] param3:[ 2017-05-15]
param1:[16, 29, 30, 32, 33], param2:[ 04, 05] param3:[ 2017-05-13]
param1:[06, 19, 20, 22, 26], param2:[ 01, 11] param3:[ 2017-05-10]
param1:[03, 19, 24, 28, 33], param2:[ 04, 12] param3:[ 2017-05-08]
param1:[14, 17, 18, 22, 29], param2:[ 10, 11] param3:[ 2017-05-06]
param1:[12, 14, 17, 20, 28], param2:[ 02, 06] param3:[ 2017-05-03]
param1:[09, 12, 14, 22, 31], param2:[ 05, 08] param3:[ 2017-05-01]
param1:[07, 09, 13, 15, 19], param2:[ 03, 10] param3:[ 2017-04-29]
param1:[15, 19, 32, 33, 34], param2:[ 09, 12] param3:[ 2017-04-26]
param1:[04, 17, 20, 23, 30], param2:[ 02, 03] param3:[ 2017-04-24]
param1:[01, 08, 11, 21, 35], param2:[ 09, 12] param3:[ 2017-04-22]
param1:[11, 16, 17, 18, 25], param2:[ 02, 09] param3:[ 2017-04-19]
param1:[06, 13, 22, 25, 35], param2:[ 09, 12] param3:[ 2017-04-17]
param1:[02, 17, 31, 33, 34], param2:[ 01, 07] param3:[ 2017-04-15]
param1:[02, 04, 06, 25, 31], param2:[ 05, 09] param3:[ 2017-04-12]
param1:[04, 06, 10, 23, 29], param2:[ 09, 11] param3:[ 2017-04-10]
param1:[05, 06, 14, 17, 26], param2:[ 03, 08] param3:[ 2017-04-08]
param1:[04, 05, 13, 18, 27], param2:[ 03, 09] param3:[ 2017-04-05]
param1:[13, 15, 16, 32, 34], param2:[ 06, 11] param3:[ 2017-04-03]
param1:[01, 04, 09, 18, 33], param2:[ 02, 05] param3:[ 2017-04-01]
param1:[14, 17, 22, 30, 33], param2:[ 07, 12] param3:[ 2017-03-29]
param1:[06, 12, 21, 26, 29], param2:[ 02, 11] param3:[ 2017-03-27]
param1:[15, 22, 23, 25, 34], param2:[ 05, 11] param3:[ 2017-03-25]
param1:[02, 13, 14, 18, 29], param2:[ 03, 09] param3:[ 2017-03-22]
param1:[02, 16, 17, 30, 32], param2:[ 02, 09] param3:[ 2017-03-20]
param1:[21, 22, 24, 29, 34], param2:[ 05, 06] param3:[ 2017-03-18]
param1:[01, 06, 14, 17, 29], param2:[ 01, 11] param3:[ 2017-03-15]
param1:[06, 18, 22, 23, 33], param2:[ 09, 11] param3:[ 2017-03-13]
param1:[08, 17, 25, 33, 34], param2:[ 03, 11] param3:[ 2017-03-11]
param1:[10, 14, 19, 25, 32], param2:[ 02, 07] param3:[ 2017-03-08]
param1:[10, 16, 19, 20, 34], param2:[ 04, 05] param3:[ 2017-03-06]
param1:[21, 23, 29, 32, 35], param2:[ 11, 12] param3:[ 2017-03-04]
param1:[05, 08, 12, 24, 34], param2:[ 07, 10] param3:[ 2017-03-01]
param1:[02, 03, 09, 17, 24], param2:[ 06, 12] param3:[ 2017-02-27]
param1:[01, 15, 17, 20, 26], param2:[ 06, 08] param3:[ 2017-02-25]
param1:[16, 21, 24, 27, 28], param2:[ 04, 07] param3:[ 2017-02-22]
param1:[02, 06, 14, 23, 25], param2:[ 02, 10] param3:[ 2017-02-20]
param1:[06, 07, 10, 17, 23], param2:[ 01, 09] param3:[ 2017-02-18]
param1:[04, 19, 24, 26, 29], param2:[ 04, 06] param3:[ 2017-02-15]
param1:[03, 13, 28, 30, 33], param2:[ 09, 10] param3:[ 2017-02-13]
param1:[01, 07, 19, 27, 34], param2:[ 01, 02] param3:[ 2017-02-11]
param1:[04, 08, 15, 24, 25], param2:[ 02, 05] param3:[ 2017-02-08]
param1:[05, 12, 17, 30, 34], param2:[ 11, 12] param3:[ 2017-02-06]
param1:[04, 05, 24, 26, 35], param2:[ 07, 12] param3:[ 2017-02-04]
param1:[05, 15, 21, 29, 34], param2:[ 06, 09] param3:[ 2017-01-25]
param1:[04, 10, 13, 18, 35], param2:[ 01, 02] param3:[ 2017-01-23]
param1:[05, 06, 08, 12, 22], param2:[ 03, 04] param3:[ 2017-01-21]
param1:[03, 04, 09, 25, 32], param2:[ 02, 04] param3:[ 2017-01-18]
param1:[08, 11, 17, 25, 27], param2:[ 02, 04] param3:[ 2017-01-16]
param1:[04, 06, 23, 32, 33], param2:[ 05, 06] param3:[ 2017-01-14]
param1:[05, 09, 20, 26, 35], param2:[ 02, 11] param3:[ 2017-01-11]
param1:[05, 08, 11, 28, 31], param2:[ 06, 07] param3:[ 2017-01-09]
param1:[03, 05, 06, 13, 22], param2:[ 09, 12] param3:[ 2017-01-07]
param1:[07, 12, 14, 31, 34], param2:[ 09, 11] param3:[ 2017-01-04]
param1:[07, 09, 20, 31, 33], param2:[ 08, 10] param3:[ 2017-01-02]
param1:[06, 16, 17, 21, 29], param2:[ 04, 06] param3:[ 2016-12-31]
param1:[13, 18, 25, 29, 35], param2:[ 03, 11] param3:[ 2016-12-28]
param1:[08, 17, 22, 24, 30], param2:[ 05, 11] param3:[ 2016-12-26]
param1:[04, 07, 11, 14, 21], param2:[ 05, 12] param3:[ 2016-12-24]
param1:[01, 10, 18, 24, 29], param2:[ 07, 10] param3:[ 2016-12-21]
param1:[01, 02, 03, 12, 33], param2:[ 04, 09] param3:[ 2016-12-19]
param1:[05, 14, 15, 23, 25], param2:[ 06, 08] param3:[ 2016-12-17]
param1:[07, 19, 20, 28, 30], param2:[ 04, 12] param3:[ 2016-12-14]
param1:[21, 22, 25, 29, 34], param2:[ 01, 11] param3:[ 2016-12-12]
param1:[01, 09, 11, 17, 28], param2:[ 03, 08] param3:[ 2016-12-10]
param1:[04, 05, 13, 22, 31], param2:[ 05, 10] param3:[ 2016-12-07]
param1:[04, 06, 22, 27, 31], param2:[ 06, 07] param3:[ 2016-12-05]
param1:[01, 06, 17, 23, 26], param2:[ 06, 12] param3:[ 2016-12-03]
param1:[02, 06, 07, 19, 28], param2:[ 11, 12] param3:[ 2016-11-30]
param1:[12, 16, 23, 29, 34], param2:[ 04, 11] param3:[ 2016-11-28]
param1:[13, 21, 30, 31, 35], param2:[ 01, 08] param3:[ 2016-11-26]
param1:[12, 13, 16, 29, 35], param2:[ 05, 11] param3:[ 2016-11-23]
param1:[07, 20, 23, 29, 34], param2:[ 02, 10] param3:[ 2016-11-21]
param1:[05, 06, 07, 19, 23], param2:[ 04, 11] param3:[ 2016-11-19]
param1:[01, 10, 12, 18, 35], param2:[ 01, 12] param3:[ 2016-11-16]
param1:[01, 03, 31, 32, 34], param2:[ 02, 07] param3:[ 2016-11-14]
param1:[01, 04, 05, 23, 28], param2:[ 05, 09] param3:[ 2016-11-12]
param1:[04, 18, 19, 22, 35], param2:[ 01, 02] param3:[ 2016-11-09]
param1:[06, 13, 25, 28, 30], param2:[ 02, 07] param3:[ 2016-11-07]
param1:[11, 23, 32, 33, 34], param2:[ 01, 12] param3:[ 2016-11-05]
param1:[07, 08, 19, 30, 35], param2:[ 08, 09] param3:[ 2016-11-02]
param1:[17, 20, 22, 30, 33], param2:[ 07, 08] param3:[ 2016-10-31]
param1:[01, 05, 15, 24, 26], param2:[ 09, 10] param3:[ 2016-10-29]
param1:[11, 13, 16, 19, 24], param2:[ 06, 08] param3:[ 2016-10-26]
param1:[06, 07, 08, 28, 30], param2:[ 01, 02] param3:[ 2016-10-24]
param1:[04, 13, 24, 26, 29], param2:[ 08, 11] param3:[ 2016-10-22]
param1:[04, 05, 13, 20, 32], param2:[ 01, 10] param3:[ 2016-10-19]
param1:[01, 03, 12, 14, 29], param2:[ 02, 06] param3:[ 2016-10-17]
param1:[04, 05, 08, 15, 20], param2:[ 01, 06] param3:[ 2016-10-15]
param1:[03, 10, 20, 32, 34], param2:[ 04, 07] param3:[ 2016-10-12]
param1:[02, 03, 09, 21, 22], param2:[ 05, 10] param3:[ 2016-10-10]
param1:[12, 15, 18, 24, 29], param2:[ 03, 11] param3:[ 2016-10-08]
param1:[03, 09, 14, 16, 23], param2:[ 02, 09] param3:[ 2016-10-05]
param1:[04, 06, 08, 19, 34], param2:[ 10, 12] param3:[ 2016-10-03]
param1:[01, 04, 15, 31, 34], param2:[ 02, 11] param3:[ 2016-10-01]
param1:[16, 17, 20, 32, 33], param2:[ 03, 07] param3:[ 2016-09-28]
param1:[10, 11, 17, 30, 34], param2:[ 03, 12] param3:[ 2016-09-26]
param1:[07, 22, 23, 31, 32], param2:[ 04, 05] param3:[ 2016-09-24]
param1:[04, 09, 22, 26, 27], param2:[ 02, 12] param3:[ 2016-09-21]
param1:[07, 20, 21, 23, 30], param2:[ 07, 10] param3:[ 2016-09-19]
param1:[03, 25, 28, 31, 34], param2:[ 11, 12] param3:[ 2016-09-17]
param1:[10, 17, 22, 23, 25], param2:[ 07, 09] param3:[ 2016-09-14]
